Physical Security Measure ID #,Deficiency / Conforming,FacilityID,Lat,Long,Facility type,Post Name,RFA ID,Building Name,RFAType,Measure ID,Description,Description_Short,PVThreat,Tthreat,Cthreat,Region,Country
395,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,38,Upgrade Local guard barrier control with a reset capability ,,Alpha,Alpha,Alpha,Pacific,
396,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,50,Upgrade Vehicle entrance so all walls/fences/gates are equal to or higher than 9 ft. ,,Alpha,Alpha,Alpha,Pacific,
397,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,51,Upgrade Vehicle entrance so all walls/fences/gates are anti-climb ,,Alpha,Alpha,Alpha,Pacific,
398,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,55,Add wall or fence to employee parking outside perimeter wall ,,Alpha,Alpha,Alpha,Pacific,
399,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,69,Upgrade CACs lighting ,,Alpha,Alpha,Alpha,Pacific,
400,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,77,Add lighting to master cutoff ,,Alpha,Alpha,Alpha,Pacific,
401,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,78,Move lighting master cutoff inside ,,Alpha,Alpha,Alpha,Pacific,
402,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Pacific,
403,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,86,Upgrade building exterior to meet FE/BR standards ,,Alpha,Alpha,Alpha,Pacific,
404,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,90,Upgrade building exterior windows to meet FE/BR standards ,,Alpha,Alpha,Alpha,Pacific,
405,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Alpha,Alpha,Pacific,
406,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Alpha,Alpha,Alpha,Pacific,
407,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Alpha,Alpha,Alpha,Pacific,
408,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,140,Add PCC emergency generator backup ,,Alpha,Alpha,Alpha,Pacific,
409,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,141,Add PCC means of egress ,,Alpha,Alpha,Alpha,Pacific,
410,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,31,"Office, consular",Office building,142,Upgrade PCC to have spherical zone of control ,,Alpha,Alpha,Alpha,Pacific,
411,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Alpha,Alpha,Alpha,Pacific,
412,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Alpha,Alpha,Alpha,Pacific,
413,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,62,Upgrade Building entrances lighting ,,Alpha,Alpha,Alpha,Pacific,
414,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,65,Upgrade Residence entrance and hallways lighting ,,Alpha,Alpha,Alpha,Pacific,
415,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,71,Upgrade Open Areas lighting ,,Alpha,Alpha,Alpha,Pacific,
416,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Pacific,
417,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Alpha,Alpha,Alpha,Pacific,
418,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,97,Upgrade residence exterior doors to provide 5 min. FE protection. ,,Alpha,Alpha,Alpha,Pacific,
419,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,124,Configure CAA access points to prevent observation of entrants ,,Alpha,Alpha,Alpha,Pacific,
420,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Alpha,Alpha,Alpha,Pacific,
421,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,145,Upgrade Routes to safe haven(s) to provide protection from ballistic or mob attack ,,Alpha,Alpha,Alpha,Pacific,
422,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,149,Upgrade Safe haven(s) doors to meet safe haven door standards ,,Alpha,Alpha,Alpha,Pacific,
423,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Pacific,
424,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,151,Upgrade safe haven to have secured storage for emergency supplies ,,Alpha,Alpha,Alpha,Pacific,
425,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,164,"Upgrade Compound with sufficient CESs, or CES space ",,Alpha,Alpha,Alpha,Pacific,
426,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,32,Consular staff residence,Residence,190,Upgrade Residence with a secondary means of exit in the event of fire or other life threatening emergency. ,,Alpha,Alpha,Alpha,Pacific,
427,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Alpha,Alpha,Alpha,Pacific,
428,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Alpha,Alpha,Alpha,Pacific,
429,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Alpha,Alpha,Alpha,Pacific,
430,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,59,Upgrade building exterior surfaces lighting ,,Alpha,Alpha,Alpha,Pacific,
431,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Alpha,Alpha,Alpha,Pacific,
432,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Pacific,
433,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Pacific,
434,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Alpha,Alpha,Alpha,Pacific,
435,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Alpha,Alpha,Alpha,Pacific,
436,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Alpha,Alpha,Alpha,Pacific,
437,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Alpha,Alpha,Pacific,
438,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Alpha,Alpha,Pacific,
439,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Pacific,
440,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,33,Warehouse - supply and distribution,Warehouse,165,Upgrade CES in warehouse or in close proximity to warehouse ,,Alpha,Alpha,Alpha,Pacific,
441,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,8,Upgrade perimeter fences or walls to deny access to warehouse roof ,,Alpha,Alpha,Alpha,Pacific,
442,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,16,GSO review options to obtain sufficent setback distance for facility to meet 65' OSPB requirements. ,,Alpha,Alpha,Alpha,Pacific,
443,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,45,"Add Vehicle barrier does have emergency override, visual indication of barrier status, or barrier height is equal or greater than 36 inches ",,Alpha,Alpha,Alpha,Pacific,
444,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,59,Upgrade building exterior surfaces lighting ,,Alpha,Alpha,Alpha,Pacific,
445,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,80,Conduct a blast vulnerability study ,,Alpha,Alpha,Alpha,Pacific,
446,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,85,Upgrade building exterior walls construction to substantial material construction ,,Alpha,Alpha,Alpha,Pacific,
447,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Alpha,Alpha,Pacific,
448,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Alpha,Alpha,Alpha,Pacific,
449,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Alpha,Alpha,Alpha,Pacific,
450,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Alpha,Alpha,Alpha,Pacific,
451,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Alpha,Alpha,Pacific,
452,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Alpha,Alpha,Pacific,
453,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Alpha,Alpha,Pacific,
454,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Alpha,Alpha,Alpha,Pacific,
455,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,34,Warehouse - mechanical,Warehouse,176,Install approved Lock and Leave door ,,Alpha,Alpha,Alpha,Pacific,
456,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,17,GSO review options to obtain sufficent setback distance for Warehouse to meet 20' OSPB requirements. ,,Alpha,Alpha,Alpha,Pacific,
457,Deficient,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,61,Upgrade Roof Surfaces lighting ,,Alpha,Alpha,Alpha,Pacific,
458,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Alpha,Alpha,Alpha,Pacific,
459,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,89,Upgrade building exterior doors with strong and robust with RSO-approved hardware ,,Alpha,Alpha,Alpha,Pacific,
460,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Alpha,Alpha,Alpha,Pacific,
461,Conforming,13,38.5449° N,121.7405° W,Consular facility,Davis CA,35,Facilities building,Warehouse,176,Install approved Lock and Leave door ,,Alpha,Alpha,Alpha,Pacific,
462,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,6,Upgrade perimeter walls and fences to provide 9 ft height specification (without foot/hand holds) ,,Bravo,Alpha,Charlie,Pacific,
463,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,10,Upgrade perimeter walls and fences are constructed with sufficient height ,,Bravo,Alpha,Charlie,Pacific,
464,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,25,Upgrade CAC to provide a guard booth that meets all OSPB requirements. ,,Bravo,Alpha,Charlie,Pacific,
465,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,43,Widen traffic lane. ,,Bravo,Alpha,Charlie,Pacific,
466,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Bravo,Alpha,Charlie,Pacific,
467,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,59,Upgrade building exterior surfaces lighting ,,Bravo,Alpha,Charlie,Pacific,
468,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,68,Upgrade Pedestrian entrances lighting ,,Bravo,Alpha,Charlie,Pacific,
469,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,84,Upgrade building exterior by grilling man passable openings ,,Bravo,Alpha,Charlie,Pacific,
470,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Alpha,Charlie,Pacific,
471,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,92,Upgrade building exterior windows to resist unauthorized access (grills or otherwise constructed) ,,Bravo,Alpha,Charlie,Pacific,
472,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,107,Construct protection for any hardline penetrations ,,Bravo,Alpha,Charlie,Pacific,
473,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Bravo,Alpha,Charlie,Pacific,
474,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,125,Review all secure rooms not located in a CAA to determine if they need to be moved or upgraded. ,,Bravo,Alpha,Charlie,Pacific,
475,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Bravo,Alpha,Charlie,Pacific,
476,Deficient,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,151,Upgrade safe haven to have secured storage for emergency supplies ,,Bravo,Alpha,Charlie,Pacific,
477,Conforming,14,38.5816° N,121.4944° W,Embassy,Sacramento CA,36,Embassy building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Bravo,Alpha,Charlie,Pacific,
478,Deficient,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,2,Construct corridors and walls contiguous to non-US Gov. controlled spaces meet 5 min. FE protection and extend from the ceiling slab to floor slab. ,,Alpha,Bravo,Delta,Pacific,
479,Deficient,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,34,Upgrade Demarcation utility room street side door to provide 5 min. FE with exterior keyed cylinders for the forced entry locks ,,Alpha,Bravo,Delta,Pacific,
480,Conforming,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,53,Relocate employee parking to 50ft or further from building exterior. ,,Alpha,Bravo,Delta,Pacific,
481,Conforming,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,91,Upgrade building exterior windows with 8 mil SRWF ,,Alpha,Bravo,Delta,Pacific,
482,Deficient,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Alpha,Bravo,Delta,Pacific,
483,Deficient,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,119,Consular/Interview/Other Public Access Areas: Upgrade Teller windows to 5 min. FE/BR ,,Alpha,Bravo,Delta,Pacific,
484,Conforming,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Alpha,Bravo,Delta,Pacific,
485,Conforming,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,161,Upgrade safe area with secondary egress that meets FE/BR and is away from entrance ,,Alpha,Bravo,Delta,Pacific,
486,Conforming,15,34.0522° N,118.2437° W,Consular office,Los Angeles CA,37,Rented office in large building,Office,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Alpha,Bravo,Delta,Pacific,
487,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,7,Upgrade perimeter walls and fences to provide DS certified anti-ram specification in areas where vehicle approach is possible ,,Bravo,Alpha,Charlie,Pacific,
488,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,9,Upgrade perimeter walls and fences are constructed with sufficient height ,,Bravo,Alpha,Charlie,Pacific,
489,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,15,GSO review options to obtain sufficent setback distance for facility to meet 50' OSPB requirements. ,,Bravo,Alpha,Charlie,Pacific,
490,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,19,"Create a clear zone, free of all visual obstructions that would conceal an intruder, for a distance of 20 feet inward from the protected side of the perimeter wall or fence ",,Bravo,Alpha,Charlie,Pacific,
491,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,39,Upgrade Local guard barrier control with an annunciator that sounds when barrier is in non-secure position for 0 to 60 sec ,,Bravo,Alpha,Charlie,Pacific,
492,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,48,Upgrade to DS approved vehicle barrier. ,,Bravo,Alpha,Charlie,Pacific,
493,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,53,Relocate employee parking to 50ft or further from building exterior. ,,Bravo,Alpha,Charlie,Pacific,
494,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,62,Upgrade Building entrances lighting ,,Bravo,Alpha,Charlie,Pacific,
495,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,71,Upgrade Open Areas lighting ,,Bravo,Alpha,Charlie,Pacific,
496,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Alpha,Charlie,Pacific,
497,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Bravo,Alpha,Charlie,Pacific,
498,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,112,Upgrade MSG/Guard booth to provide six sided protection. ,,Bravo,Alpha,Charlie,Pacific,
499,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,113,Upgrade MSG/Guard booth with emergency power source ,,Bravo,Alpha,Charlie,Pacific,
500,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,154,Upgrade facility with sufficient safe areas or safe area space for all assigned staff ,,Bravo,Alpha,Charlie,Pacific,
501,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,157,Upgrade routes to safe areas with protection from ballistic or mob attack ,,Bravo,Alpha,Charlie,Pacific,
502,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,162,"Upgrade Safe area with emergency power, ventilation and lighting ",,Bravo,Alpha,Charlie,Pacific,
503,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,38,Office building,Office building,192,"Relocate EC room to a dedicated room, behind the interior hardline, as close to the MSG/Guard booth as possible ",,Bravo,Alpha,Charlie,Pacific,
504,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,65,Upgrade Residence entrance and hallways lighting ,,Bravo,Alpha,Charlie,Pacific,
505,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Alpha,Charlie,Pacific,
506,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,93,"Upgrade emergency exit doors with electric emergency lock, override and panic exit device ",,Bravo,Alpha,Charlie,Pacific,
507,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,96,Upgrade Residential Apartment building exterior door to hollow metal door with vision panel and access control hardware. ,,Bravo,Alpha,Charlie,Pacific,
508,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,144,Upgrade facility to have sufficient safe havens or safe haven space for all assigned staff ,,Bravo,Alpha,Charlie,Pacific,
509,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,39,Residential building,Residence,150,"Upgrade safe haven to have emergency power, ventilation and lighting ",,Bravo,Alpha,Charlie,Pacific,
510,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,73,Upgrade Water approaches lighting ,,Bravo,Alpha,Charlie,Pacific,
511,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,87,Upgrade building exterior to make it difficult to scale ,,Bravo,Alpha,Charlie,Pacific,
512,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,91,Upgrade building exterior windows with 8 mil SRWF ,,Bravo,Alpha,Charlie,Pacific,
513,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,102,Upgrade roll-up-down doors with doors of substantial material ,,Bravo,Alpha,Charlie,Pacific,
514,Conforming,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,104,Upgrade roll-up-down door locking mechanism is accessible from interior only ,,Bravo,Alpha,Charlie,Pacific,
515,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,172,Close off all but one designated door for all Lock and Leave facilities. ,,Bravo,Alpha,Charlie,Pacific,
516,Deficient,16,32.7157° N,117.1611° W,Diplomatic support facility,San Diego CA,40,"Warehouse, multipurpose",Warehouse,176,Install approved Lock and Leave door ,,Bravo,Alpha,Charlie,Pacific,
